Waterbody Lake ID,Waterbody Name,Latitude,Longitude,Sample Date,"Alkalinity, Gran (mg/L CaCO3)",Calcium (mg/L),Chloride (mg/L),"Color, true (TCU)",Conductivity (µS/cm),Dissolved Inorganic Carbon(mg/L),Dissolved Organic Carbon (mg/L),Iron (µg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Ammonia+Ammonium (µg/L),Nitrate+Nitrite (µg/L),Total Kjeldahl Nitrogen (µg/L),pH,Total Phosphorus (µg/L),Reactive Silicate (mg/L),Sulphate (mg/L),Secchi (m)
15-4279-55138,Hawk L.,49.78524,-93.99241,08/05/10,9.5,3.2,2.1,7.8,36.2,2.9,3.9,,0.6,1,1.8,6,104,210,6.97,3.5,0.6,3.1,7.5
15-5849-54406,Jackfish L.,49.10966,-91.83641,08/05/10,5.9,2.1,0.2,13,18.8,1.8,4.1,,0.3,0.5,0.8,16,14,258,6.94,8.7,0.6,1.9,3.7
15-5464-53494,Lilac L.,48.29872,-92.37451,08/05/10,13.1,3.7,0.3,21,32.8,3.2,5.6,,0.6,1.5,1.1,22,2,344,7.22,12.1,0.3,2.2,3.8
15-4058-55081,Longbow L.,49.72042,-94.30719,08/05/10,26.2,8,19.4,25.4,127,7,9,,1.4,3.4,12.2,18,4,424,7.38,12.6,0.6,2.7,3.1
15-5502-54176,Manion L.,48.91587,-92.32181,08/05/10,8.6,3.1,0.5,42.8,26,2.5,7.2,,0.4,0.8,1.3,10,6,311,6.97,9.7,1.7,2.2,3.3
15-6065-54144,Marmion L.,48.86708,-91.51062,08/05/10,33.8,11.2,0,8.2,85.6,9.4,4.8,,0.6,2.1,3.3,22,4,276,7.51,9.4,1.2,0.1,5.3
15-5600-54290,Mount L.,49.01115,-92.19358,08/05/10,8.3,3.2,0.8,31.4,26.8,2.5,5.3,,0.4,0.7,1.4,6,86,276,7.01,7.3,2.3,2.3,5
15-5849-53998,Perch L.,48.74283,-91.86187,08/05/10,17.7,6.3,1.9,58.6,49.4,4.7,9.9,,0.5,1.5,1.7,26,44,374,7.28,12,2.2,2.2,2.8
15-3654-55172,Pickerel L.,48.63789,-91.25881,08/05/10,7.5,2.9,2.3,22.6,31.6,2.3,6.2,,0.5,1,1.9,6,94,247,6.83,5.7,1.3,2.4,4.2
15-4557-54838,Populus L.,49.52428,-93.60826,08/05/10,31.8,13.2,0.3,22.2,70,8.5,8.1,,0.5,0.9,0.8,8,2,339,7.56,6.6,1.4,2.3,4
15-4390-55083,Porcus L.,49.72547,-93.84707,08/05/10,7.5,2.5,0.2,16.8,23.6,2.3,4.2,,0.4,0.8,0.9,2,40,238,6.95,3.5,0.5,2.8,7
15-6076-54043,Rawn Re.,48.78094,-91.53917,08/05/10,26.7,9.9,0.7,41.6,61,7.2,9.3,,0.3,1.3,1.1,28,4,448,7.43,11.8,2,1.5,3.6
15-6508-53496,Saganagons L.,48.30643,-90.92586,08/05/10,17.2,5.9,0,20,45.2,4.8,7.2,,0.5,1.6,1.1,20,20,297,7.25,7.6,1.6,0.1,4.6
15-5586-54227,Sandbeach L.,48.94269,-92.20707,08/05/10,8.8,3.8,0.5,50.2,30,2.5,7.2,,0.4,0.8,1.4,2,168,249,6.92,4.6,3.3,2.7,2.8
15-5770-54220,Turtle L.,48.94648,-91.98953,08/05/10,4.6,2,0,26.6,17.8,1.5,5.8,,0.4,0.6,0.8,12,64,211,6.73,4.8,1.8,0.1,4.1
15-4356-54806,Unnamed L. (NL_Kenora),49.47258,-93.88457,08/05/10,14.7,5.6,0.3,64,39,3.9,12.4,,0.8,1.3,1.2,14,18,520,7.07,12.9,1.4,2,2.5
15-4417-55173,Windermere L.,49.79953,-93.82124,08/05/10,8.9,3.2,0,13.6,41.6,2.7,4.3,,0.6,1,3.2,10,22,220,7.01,4.7,0.8,0.1,5
15-4495-55118,Winnange L.,49.71922,-93.74192,08/05/10,8.8,3.1,2.1,6.4,34,2.8,3.3,,0.6,1,1.9,3,39,178,6.98,4.5,0.6,3.1,6.9
15-4431-54685,Caviar L.,49.37166,-93.74161,11/05/10,22.7,8.2,0.4,22.2,52.2,6.2,5.7,,0.6,1.2,1.1,8,4,295,7.4,7.7,0.7,2.4,4.5
15-4375-54620,Cedartree L.,49.30145,-93.86742,11/05/10,55.2,18.8,0.9,18.2,115,14.8,4.4,,0.7,3,1.4,6,2,254,7.83,6.9,2,3.4,5.2
15-5124-54968,Dore L.,49.64134,-92.83727,11/05/10,23.1,7.8,2.8,37.4,58.8,6.1,9.3,,0.9,1.7,2.4,6,2,378,7.38,10.3,0.6,1.9,4
15-5429-54280,Eltrut L.,48.99499,-92.42203,11/05/10,7.5,2.6,0.3,47.2,22.8,2.3,6.7,,0.5,0.7,1,16,12,302,6.93,10.1,1.5,1.9,2.7
15-5231-54423,Entwine L.,49.14555,-92.71424,11/05/10,6.8,2.6,0.2,26,22,2,5.9,,0.5,0.8,0.8,6,110,251,6.86,4.9,0.9,2,5.1
15-6340-53970,Eva L.,48.71563,-91.19017,11/05/10,44.9,13.6,0.4,73.8,89.2,12,10.5,,0.9,3.5,1.5,16,12,417,7.66,20.8,2,1.7,5.8
15-5172-54948,Godson L.,49.60462,-92.75984,11/05/10,23.4,9.2,4.9,62,66.4,5.9,11.5,,0.7,1.3,3.2,10,8,434,7.37,11.4,2.1,1.6,2
15-5293-55287,Gullwing L.,49.53478,-92.62387,11/05/10,55.9,20,0.5,37.4,112,14.7,8.8,,1.1,4.2,1.7,2,2,335,7.81,10.2,0.4,2.6,3.5
15-4390-54514,Kakagi L.,49.22603,-93.89557,11/05/10,60.9,20.8,1.2,11,129,16.4,2.7,,0.8,3.2,1.6,2,2,169,7.87,5.4,1.6,4.2,6.5
15-5221-54041,Little Turtle L.,48.79809,-92.71316,11/05/10,9,3.1,0.5,57.2,26.4,2.5,7.7,,0.5,0.9,1,16,12,348,7.01,13,1.7,1.9,2.4
15-5477-54774,Long L.,49.4623,-92.36409,11/05/10,33.8,13,0.5,15,74.6,9.1,4.3,,0.6,1.2,1,2,2,221,7.63,5.7,1.2,3.2,5.5
15-5100-54230,Otukamamoan L.,48.90515,-92.85164,11/05/10,8,3.3,1.7,36,30.8,2.3,8.3,,0.5,0.9,1.7,6,84,340,6.88,7,0.9,2.1,4.7
15-5026-55337,Rugby L.,49.95761,-92.96212,11/05/10,9.7,3.5,3.5,21.2,37.6,2.8,4.2,,0.6,1,2.5,6,50,187,7.09,4,1.2,2.4,1.1
15-5955-54404,Sandford L.,49.13067,-91.68706,11/05/10,7.4,2.7,0.2,10.6,23,2.4,1.8,,0.4,0.5,0.9,2,50,127,6.96,3.9,0.5,2.8,7
15-6345-54482,Scotch L.,49.16619,-91.15847,11/05/10,5.4,2.7,0.2,48.2,20,1.6,7.4,,0.3,0.6,0.7,6,44,257,6.66,5.3,1.9,2.3,2.8
18-2916-50515,Burns L.,45.58611,-77.66919,21/06/10,20.8,7.68,10.2,10,66.8,6.1,5,,0.915,2.57,1.82,36,16,393,7.51,9.1,0.28,2.95,5.7
18-3066-50616,Jacks L.s,45.6863,-77.49884,28/06/10,24.2,8.02,7.2,23.8,88.6,7.3,4.3,,1.02,2.83,4.62,10,2,241,7.19,7.9,3.46,5.3,4.5
17-5735-54944,Burntbush L.,49.60126,-79.98345,14/07/10,28.1,9.64,0.32,128,62,7.48,18.6,,0.33,2.69,0.78,8,8,269,7.3,19.7,0.76,1.35,1.6
17-3563-53717,Kapuskasing L.,48.48736,-82.94092,26/07/10,66.8,21,1.86,39,135,19,10.6,,0.75,4.73,1.76,36,2,470,7.94,18.9,1.24,2.65,1.3
18-3191-50532,Rattrays L.,45.60999,-77.31967,26/07/10,14.7,5.42,0.33,53.6,41.8,5.06,8.9,,0.49,1.6,1.09,10,4,436,7.11,10.3,1.12,3.95,2.8
18-3571-49746,Crotch L.,44.89163,-76.80356,04/08/10,32.3,12.2,2.18,13.8,81.2,8.92,5.6,,0.615,2.03,1.45,24,46,304,7.72,8,0.84,4.05,4.8
18-3681-50211,Balmer L.,45.33496,-76.67832,25/08/10,98.4,26.7,2.92,13.8,210,24.6,7.8,,1.33,11,1.8,40,2,493,8.47,9.3,3.76,8.45,2.8
17-3730-53082,Little Ridley L.,47.90239,-82.69579,01/09/10,35.9,12.6,0.57,50.4,79.4,NA,12.5,,0.345,3.21,0.91,52,8,435,7.25,16.9,1,2.3,3.7
18-2642-49981,Baptiste L.,45.13362,-77.94708,04/05/11,12.3,5.6,1.4,36.4,44.8,3.4,4.9,,0.7,0.9,1.5,22,140,245,7,8.7,2.6,4.7,3
18-2790-50077,Salmon Trout L.,45.18381,-77.8104,04/05/11,20.5,8.6,1.3,32,61.2,5.8,5.2,,0.7,1.4,1.2,66,52,333,7.1,21.6,2.4,5.4,2.6
18-3380-49750,Shawenegog L.,44.90395,-77.04586,04/05/11,49.7,18.2,0.6,34.2,112,12.1,5.9,,0.8,2,0.7,58,2,318,7.7,14.9,1.7,3.7,2.3
17-7269-49741,Eels L.,44.88967,-78.12214,05/05/11,15.7,7.5,0.7,25.2,48.8,4.5,4.8,,0.4,0.8,0.8,20,128,242,7.1,7.3,1.7,4.1,5
17-7323-49829,Paudash L.,44.96932,-83.99586,05/05/11,25,10.4,6.5,21.2,92.2,6.7,4.2,,0.6,1.9,4.5,24,106,235,7.3,6.7,1.8,6,4.6
17-6807-49881,Twelve Mile L.,45.02052,-78.70606,05/05/11,10.7,5,3.3,14.6,50.6,3.1,3.4,,0.6,1.2,2.4,18,104,178,6.9,5.1,1.6,5.2,5.7
17-6539-50341,Bella L.,45.44361,-79.02527,09/05/11,5.1,3.1,1.4,12.6,29.6,1.6,2.7,,0.5,0.8,1.2,24,18,194,6.8,7.2,1.5,4.5,4.2
18-2756-49309,Belmont L.,44.53624,-75.30698,09/05/11,52.5,20.3,5,29.6,134,10.5,5.9,,0.9,2.1,3.5,24,12,288,7.7,9.1,1.3,4.9,4.5
18-2825-49286,Crowe L.,44.49096,-77.73117,09/05/11,58.2,23.2,5.4,26,144,11.4,5.6,,0.9,2.3,3.8,32,22,323,7.7,13.6,1.6,4.5,4.5
17-6571-50360,Dotty L.,45.47132,-79.00163,09/05/11,1.9,2.2,0.6,44.2,21.6,1.3,5.6,,0.4,0.6,0.9,22,156,237,6.2,8,2.4,3.8,3
17-6320-50600,Pickerel L.,45.67329,-79.29958,09/05/11,1,2.3,0.4,50,22.2,0.7,5.8,,0.5,0.6,0.9,26,152,241,6.3,10.4,2.6,4.2,2.4
17-5998-50031,"Joseph, L.",45.42612,-79.75669,10/05/11,6.5,4.2,9.3,6.2,61.8,1.5,2.4,,0.6,0.8,5.9,8,118,170,6.8,3.8,0.4,5.8,5.5
17-6858-50095,Kennisis L.,45.20013,-78.66526,12/05/11,2.9,2.3,0.7,8.2,24,0.9,3,,0.5,0.5,0.8,10,108,157,6.4,4.4,0.8,4.7,7
17-4414-51336,Agnew L.,46.35193,-81.78145,13/05/11,6.4,3.3,1.4,49.8,31.8,2.2,8.2,,0.4,0.9,1.4,24,54,294,6.6,9.1,2.4,4.3,1.9
17-3903-51589,Deschamp L.,46.57673,-82.4292,13/05/11,2.6,2,0.3,37.8,18.2,1.8,6.4,,0.3,0.5,0.6,36,40,282,6.1,11.8,1.2,3.2,2.3
17-4614-51736,Green L.,46.71911,-81.50563,13/05/11,5.6,2.7,0.2,6.6,26.4,2.4,2.9,,0.4,0.7,0.8,50,48,216,6.5,5.6,0.5,5.1,5.8
17-4925-52070,Helen L.,47.02321,-81.09234,13/05/11,2.1,1.8,0.2,30.4,19.2,1.5,5.4,,0.2,0.6,0.7,28,46,210,6,6.4,1.6,4.4,3.3
17-4485-51124,Lang L.,46.16433,-81.6343,13/05/11,11.5,5.5,5.1,9.8,64.4,3.8,3.4,,0.6,1.7,3.5,26,36,228,7,6.2,1.1,9,4
17-4840-51983,Little Venetian L.,46.94145,-81.20751,13/05/11,11.1,2,0.3,14,21.6,1.1,4.1,,0.3,0.6,0.8,26,8,198,8.7,4,0.8,5.9,3.2
17-4329-51689,S L.,46.66931,-81.87355,13/05/11,4.3,2.4,0.2,17.6,22.2,2.3,3.5,,0.4,0.5,0.8,24,10,186,6.4,6.6,1.8,4.2,3
17-4549-51263,Wabagishik L.,46.2856,-81.59079,13/05/11,14.8,16.2,11.1,41.4,166,4.4,6.2,,1.4,3,8.5,146,156,422,7,16.7,2.2,36.8,1.8
17-6102-53431,Labyrinth L.,48.21897,-79.52423,15/05/11,23.8,8,0.2,62,58.2,5.5,10.2,,0.4,1.9,1,64,44,453,7.1,23.9,1.7,3.3,1.8
17-6112-50030,"Rosseau, L.",45.1505,-79.61031,16/05/11,6.5,3.4,6.5,13.8,52,1.8,4.2,,0.6,0.8,4.2,18,138,191,6.9,5.4,1.1,5.1,3.8
17-5971-50688,Big Deer L.,45.77521,-79.73261,17/05/11,13,6.5,0.6,34.4,39,3.6,7,,0.4,0.7,0.6,24,46,300,7,8.8,1.3,3.1,2
17-6254-50307,Buck L.,45.4095,-79.38499,17/05/11,2,2,0.7,85.6,18.4,0.8,9.3,,0.4,0.4,0.9,34,76,348,6,11.8,1.8,3.2,1
17-3354-52393,Flame L.,47.28227,-83.18031,18/05/11,11,4.7,4.8,44.8,51.2,2.8,7.7,,0.3,1.1,3.2,30,10,281,7,7,2.8,3.5,2
17-4145-52197,Indian L.,47.09066,-82.12827,18/05/11,6.6,2.9,0.4,22.4,28.6,1.8,5.5,,0.3,0.9,0.8,46,2,296,6.7,10.2,1,4.6,3
17-2884-53030,Little Wawa L.,47.84589,-83.81654,18/05/11,34.1,11.3,1.8,6.2,82.8,8.1,3.7,,0.6,1.9,1.3,44,40,265,7.6,6.7,0.7,2,5
17-3202-52877,McLennan L.,47.72578,-83.39697,18/05/11,21.9,7.9,0.3,12,52.8,5.1,6.6,,0.4,1.4,0.5,34,2,322,7.4,7.9,0.3,2,4
17-3097-52494,Ninegee L.,47.36986,-83.51683,18/05/11,17.3,6.2,0.3,17.6,49.4,4.4,6,,0.3,1.5,0.8,24,24,266,7.2,5.6,1.2,4,4.2
17-3606-52610,Wakami L.,47.47508,-82.84342,18/05/11,27.3,9,0.4,11,69.4,7,4.3,,0.4,2,1,30,2,248,7.5,8.4,0.5,4.1,4.3
17-3120-53099,Como L.,47.91878,-83.51508,19/05/11,28,9.6,0.3,16.2,68.8,7,7.1,,0.5,2,0.7,18,14,271,7.4,6.1,1.1,3.1,5.5
17-5384-50622,Giroux L.,45.70811,-80.49481,19/05/11,3.1,1.8,6.2,45.6,37.8,1,8.5,,0.4,0.5,4,38,50,362,6.3,13,1.3,2.1,2
17-2953-54198,Lower Minnipuka L.,48.88413,-83.79951,19/05/11,60.9,19.2,0.3,83.2,130,14,13.8,,0.5,4.9,0.5,44,2,497,7.6,11.1,1.4,1.7,2.5
17-5833-50403,McKellar L.,45.51525,-79.93284,19/05/11,8.9,3.9,4.7,24.8,46.8,2.5,5.4,,0.4,0.8,3.2,38,56,298,6.9,9.3,1.3,2.9,3.2
17-3006-53592,Missinaibi L.,48.3594,-83.6851,19/05/11,27.4,9.4,0.3,42.4,67.6,6.5,9.7,,0.4,2.1,0.7,28,66,326,7.3,6.9,1.6,2.8,3.5
17-4919-52573,Chrysler L.,47.47689,-81.1017,20/05/11,45,15,0.3,5.2,105,11.2,2.6,,0.2,2.7,0.9,22,2,218,7.5,9.5,1.1,5.1,7
17-4702-52245,Kalaco L.,47.18182,-81.39604,20/05/11,9.6,4.4,0.3,35.6,37.4,2.5,7.3,,0.2,1.2,0.9,28,54,299,6.8,6.3,1.7,5.3,2.5
17-4930-52197,Little Burwash L.,47.13007,-81.09164,20/05/11,4.9,2.9,0.3,28.2,26.6,1.5,5.8,,0.2,0.7,0.8,38,22,278,6.6,5.8,1.4,5,2.6
17-4529-52150,Lower Muldrew L.,47.09732,-81.61631,20/05/11,11.6,3,11.7,77.6,68.4,1.3,12.2,,0.3,1,7.5,36,12,353,6.7,7,2.1,4.3,2.2
17-4352-52392,Ninth L.,47.30682,-81.85809,20/05/11,3.8,5,2.8,110,47,3.2,15.4,,0.4,1.5,2.1,38,52,478,6.3,14.5,2.5,3,1.5
17-3370-52303,Beak L.,47.22162,-83.14812,24/05/11,10.8,3.6,0.3,26.4,32.8,2.5,5.2,,0.2,0.9,0.9,32,18,211,7,4.8,2.1,3.4,3
17-3228-51260,Bright L.,46.24915,-83.28248,24/05/11,18,6,5.2,15.6,74.4,4.4,4,,0.6,2,3.4,42,2,294,7.3,12,1.6,5.9,2.7
17-3323-51600,Castra L.,46.57603,-83.1925,24/05/11,21.8,8.2,0.3,17,60.8,5.3,5,,0.2,0.9,0.8,28,54,233,7.3,3.7,1.4,4.1,5.1
17-3457-51246,Cataract L.,46.25973,-83,24/05/11,5.1,2.3,0.4,6.4,27.6,1.3,2.6,,0.2,0.6,0.8,26,34,150,6.9,4.9,0.9,4.9,4.5
17-3627-51660,Cobre L.,46.63883,-82.80023,24/05/11,20.8,10.1,0.4,6,70.4,5,2.3,,0.3,1,0.8,18,80,116,7.3,1.7,0.5,8.3,7.9
17-3101-51746,Curve L.,46.70886,-83.4878,24/05/11,2.8,1.7,0.3,28.8,20.2,1,5.7,,0.3,0.5,0.7,56,10,309,6.4,9.1,1.7,3,1
17-3856-51190,Grassy L.,46.21414,-82.48176,24/05/11,7.7,11.2,4.5,16.8,104,2,4.5,,1.1,1.2,3.2,30,208,227,6.8,6.9,1.1,25.3,3
17-3813-51443,Popeye L.,46.44381,-82.54371,24/05/11,6.1,2.9,1.1,19,28.8,1.5,4.6,,0.2,0.5,0.9,32,10,210,6.9,4.4,1,3.4,4
17-2870-51459,Rock L.,46.44756,-83.77368,24/05/11,15.7,5,0.9,35,51,3.9,5.4,,0.5,1.6,1.4,32,128,281,7.1,15.1,2.5,4.3,1.3
17-5585-50777,Smoky L.,45.84558,-80.24582,24/05/11,2.4,1.4,0.4,16.6,19.2,0.7,4.4,,0.3,0.5,0.7,22,2,209,6.5,4.5,0.8,3.2,4
16-6867-52661,Callahan L.,47.52462,-84.51817,25/05/11,1.8,1.3,0.4,22.2,15.2,0.6,5.4,,0.2,0.3,0.7,48,88,317,6.2,7.3,1.9,2.7,2.8
16-7139-53538,Dog L.,48.27063,-84.17336,25/05/11,38.2,11.8,0.3,18.2,90.2,9.3,6.4,,0.5,2.9,0.8,46,20,334,7.5,10.1,1.6,3.9,4
16-6735-52992,Ear L.,47.82814,-84.67833,25/05/11,3.8,1.6,0.2,27.6,18,1.4,5.7,,0.3,0.5,0.7,32,62,330,6.2,14.6,1.7,2.8,3.8
17-5352-50862,Gurd L.,45.925,-80.54912,25/05/11,14.4,4.6,2.2,54.8,49,3.3,9.4,,0.5,1.5,1.8,50,2,419,7.1,13.4,1.3,2.4,2.5
16-6439-54864,Hiawatha L.,49.50563,-85.00836,25/05/11,73.9,25,0.3,49.4,147,17.3,9.5,,0.4,4.7,0.4,32,6,325,7.8,8.1,1.5,1,3.5
16-5412-54570,Kagiano L.,49.31238,-86.40487,25/05/11,62.8,20.1,0.3,35.6,128,15.1,10.2,,0.8,4.3,0.6,40,46,372,7.6,10,2,2.2,3
16-6225-54072,Kwinkwaga L.,48.78992,-86.71619,25/05/11,81.5,27.1,0.4,30,162,19.8,7.6,,0.5,5.6,0.7,44,10,332,7.8,11,2.3,1.9,4.3
16-7153-52806,McEwen L.,47.6476,-84.13362,25/05/11,5.5,2.1,0.3,22,22.6,1.5,5.1,,0.3,0.6,0.7,24,10,270,6.7,9.7,1.4,3.1,2.3
16-6583-54325,"Placid, L.",49.02804,-84.83299,25/05/11,105,34.4,0.4,21.6,201,24.5,4.4,,0.5,6.4,0.8,36,4,307,8.1,11.2,1.8,1.6,3
16-6829-52763,Radium L.,47.61711,-84.56661,25/05/11,3,1.6,0.2,27.6,17.4,1.4,5.1,,0.3,0.4,0.7,32,86,306,6.1,7.2,2.1,3.1,3.5
16-6398-54390,Shekak L.,49.1005,-85.08163,25/05/11,89.1,28.9,0.3,40.6,172,21.2,8.3,,0.4,6.4,0.6,56,12,450,7.9,10.9,1.7,1.1,2.9
16-6991-54320,Cameron L.,49.00972,-84.2875,27/05/11,72.5,22.4,0.3,23.2,150,15.8,7.9,,0.5,5.7,0.6,40,8,414,7.8,10.7,1.9,2.2,2.4
16-7102-54270,Gull L.,48.96175,-84.13347,27/05/11,74.4,22.8,0.3,22,148,15.4,11.2,,0.3,5.8,0.5,44,22,533,7.9,7,2.5,1.5,2.6
16-6683-54413,Haken L.,49.10836,-84.68964,27/05/11,121,36.4,3.6,28,243,25.3,7.9,,0.5,8.4,2.4,38,8,392,8.1,8.3,2.3,1.6,3.1
16-6420-54760,Nagagami L.,49.42209,-85.0204,27/05/11,84.3,27.9,0.3,37.6,164,18,9.3,,0.5,5.9,0.6,30,28,347,7.8,9,1.9,1.5,2.5
16-6678-54040,Nameigos L.,48.80515,-84.68054,27/05/11,50.1,15.7,0,50.6,110,10.8,9.6,,0.4,3.7,1.4,38,8,438,7.6,11.6,1.7,0.1,1.5
16-7122-53960,Tatnall L.,48.67673,-84.12254,27/05/11,40.2,12.8,0.3,50.8,87.4,9,10.6,,0.6,3.2,0.7,38,36,406,7.5,8.3,1.5,2,1.7
16-6348-54346,Tocheri L.,49.04576,-85.15088,27/05/11,61.8,20.1,0.3,29.6,123,13.4,8.4,,0.4,4.4,0.5,48,8,397,7.7,11.6,0.9,1.3,2.5
16-6450-53469,West Kabenung L.,48.28219,-84.97087,27/05/11,17.8,5.7,5.3,75.6,63.2,3.9,11.9,,0.3,1.6,3.6,30,80,407,7,10.2,1.5,2.4,1.4
16-6003-54025,White L.,48.81965,-85.54907,27/05/11,80.9,25.3,0.5,35.4,155,17.6,9.2,,0.4,5.5,0.7,36,38,372,7.8,15.3,2,1.8,4.3
16-6053-54810,White Otter L.,49.48041,-85.54155,27/05/11,88.3,29.9,0.3,40.6,168,19.2,9.7,,0.5,5.9,0.6,38,24,393,7.8,10.6,2,1.2,2.3
16-6697-54829,Nagagamisis L.,49.80195,-85.09916,31/05/11,114,36.7,1.4,21.6,219,26.9,6.5,,0.8,8.1,1.2,30,4,330,8,11.4,2.2,2.1,4.2
17-3790-55066,Zadi L.,49.70167,-82.67833,02/06/11,39.6,12.7,0.4,96,83.4,8.8,18.9,,0.5,3.4,0.8,42,14,708,7.4,22.1,1.1,1.1,1
17-3812-51598,Alexander L.,46.58723,-82.54389,24/07/11,1.2,1.9,0.2,39.4,16.2,0.8,8,,0.2,0.4,0.6,14,2,344,5.8,6.3,0.4,3.5,3.1
17-7197-49373,Lovesick L.,44.55598,-78.23602,30/03/12,97,37.6,12.8,25,245,23,6.7,,1.2,3.8,8,18,204,347,7.9,11,1.6,7.2,3.5
17-6820-49260,Sturgeon L.,44.46359,-78.70883,30/03/12,69.2,27.2,8.9,28.2,181,16.6,6.1,,1,2.8,5.8,22,222,333,7.8,15.7,2,6.2,2.5
17-6187-49397,Bass L.,44.60777,-79.49556,02/04/12,142,42.2,5,14.2,288,33.4,5.9,,1.2,10.3,4,50,186,336,8.1,7.7,3.5,6.1,6.8
17-4736-50056,Gillies L.,45.20265,-81.32699,03/04/12,159,32.2,0.7,12,295,36.3,7.2,,0.2,21.3,0.3,26,54,310,8.1,4.1,0.9,4.8,6.3
17-5239-49504,Mountain L.,44.7112,-80.68479,10/04/12,109,36.1,2,20.6,229,24.8,4.5,,1.6,7.1,1.1,16,34,239,8,11.7,1.2,7.9,3.3
17-4665-48812,Silver L.,44.08936,-81.42137,10/04/12,162,48.2,7.5,34.4,352,36.1,7.9,,1.6,14.3,4.9,24,926,468,8,14.6,0.9,8.6,3.3
17-6025-50535,Ahmic L.,45.63003,-79.67217,16/04/12,5.8,2.6,3.3,43.8,39.2,1.5,5.7,,0.6,0.8,2.5,26,174,286,6.7,12.5,2.6,4.8,2.1
17-5535-48461,"Belwood, L.",43.73568,-80.33639,16/04/12,162,54.3,13.1,38.4,376,34.7,9.5,,1.8,13.1,6.7,80,1270,600,8.1,26.7,1.4,11.6,2.1
17-5215-48384,Conestogo L.,43.67621,-80.71852,16/04/12,172,54.1,16,26.2,419,37,6.6,,2.2,16.7,8.9,108,4160,711,8.4,51.6,1.5,10.7,1.5
17-6191-49604,Long L.,44.78487,-79.50537,18/04/12,3.3,1.1,0.2,37.6,14.2,1,5,,0.2,0.4,0.5,12,50,269,6.5,10.9,1,1.9,3.8
17-3334-53694,Bittern L.,48.4607,-83.25046,30/04/12,88,36.9,0.5,17.6,208,23.7,6.6,,1.2,6,0.9,24,26,390,8.2,19.4,3,1.9,4
16-6447-54048,Dayohessarah L.,48.79632,-85.03877,30/04/12,53,17.7,0.2,9.4,128,15.7,5.4,,0.5,3.9,0.6,4,18,242,8.1,9.7,0.3,2.3,5.3
16-6192-53335,Ellen L.,48.14974,-85.3953,30/04/12,8.3,3.9,0.3,60.8,29.2,2.7,9.4,,0.2,0.7,0.5,6,114,310,7,5.7,1.6,2.5,2.2
16-6052-53171,Jackfish L.,47.99974,-85.58883,30/04/12,2.5,1.4,0.2,52.8,14,1,7.9,,0.1,0.3,0.5,10,82,262,6.1,5.3,2,2,2.7
16-6727-53244,Lena L.,48.05249,-84.71504,30/04/12,28,12.4,0.2,8,88.8,7.9,3.7,,0.3,2.3,0.4,2,64,178,7.8,4.3,0.9,7.6,5.9
16-6121-53610,North McCrea L.,48.39537,-85.48444,30/04/12,13.6,5.1,0.2,39.6,40,3.8,8,,0.2,1.3,0.7,8,56,296,7.4,7.8,2,2.4,4
16-6094-53522,Partridge L.,48.31443,-85.52452,30/04/12,6.8,2.9,0.2,43.6,24.4,1.9,7,,0.1,0.6,0.7,4,68,240,6.9,6,2.4,2.5,2.5
17-2866-53707,South Greenhill L.,48.45719,-83.88442,30/04/12,10.1,4,0.1,88.6,32,2.4,13.8,,0.3,1.2,0.7,6,22,448,7.2,13.6,2.3,2.3,1.7
16-6497-54012,Strickland L.,48.74847,-84.96563,30/04/12,20,7.6,0.2,24.4,56,5.9,7.9,,0.4,1.9,0.6,10,70,317,7.7,8.8,1,2.3,4.3
16-6699-53200,Wawa L.,48.01581,-84.71375,30/04/12,41.5,18.8,7.5,8,190,11.6,3.6,,0.5,6.9,5.1,2,52,165,7.9,3.8,1.2,28.7,6.3
17-2837-53860,Woodosgoon L.,48.59096,-83.93855,30/04/12,18.5,7.2,0.3,51.6,53.2,4.9,10.1,,0.6,1.8,0.7,12,54,387,7.6,10.5,1.5,2.1,2.8
16-4420-54651,Barbara L.,49.35018,-87.76541,04/05/12,21.4,7.6,0.2,33.6,56.6,5.4,8,,0.4,1.8,0.5,2,146,258,7.6,3.5,1.6,2.1,6.5
16-4450-54254,Buckaday L.,48.9855,-87.7479,04/05/12,5.7,2.5,0.3,57.4,23.8,1.5,10.3,,0.3,0.7,0.7,12,84,347,6.8,13,2.1,2.2,3.2
16-5188-55331,Burrows L.,49.95852,-86.73315,04/05/12,62.9,21.7,2.8,48.8,156,16.5,11.8,,0.4,4.5,2,20,8,394,7,12.3,1.8,0.9,2.5
16-5538-55350,Chipman L.,49.98334,-86.24121,04/05/12,69.4,24.4,1.2,41.4,165,18.1,11.3,,0.4,5.3,1.1,8,60,340,8,11.1,2.3,1.3,4.5
16-4348-54546,Kilgour L.,49.24372,-87.89387,04/05/12,9.4,3.9,0.2,95.2,30.8,2.3,14.2,,0.3,1.1,0.5,6,92,400,7,8.2,2.5,1.7,2.2
16-5818-55170,Klotz L.,49.80098,-85.88974,04/05/12,88.1,30.5,4.9,37.2,216,22.5,10.9,,0.4,6.9,3.5,22,8,382,8.1,13.7,2.6,1.4,3.8
