Waterbody Lake ID,Waterbody Name,Latitude,Longitude,Sample Date,"Alkalinity, Gran (mg/L CaCO3)",Calcium (mg/L),Chloride (mg/L),"Color, true (TCU)",Conductivity (µS/cm),Dissolved Inorganic Carbon(mg/L),Dissolved Organic Carbon (mg/L),Iron (µg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Ammonia+Ammonium (µg/L),Nitrate+Nitrite (µg/L),Total Kjeldahl Nitrogen (µg/L),pH,Total Phosphorus (µg/L),Reactive Silicate (mg/L),Sulphate (mg/L),Secchi (m)
15-6183-53673,Keats L.,48.44568,-91.40357,08/05/17,14.3,4.839,0.6,61.799,41.2,3.56,9.9,200,0.42,1.36,1.1,10,78,371,7.04,10,2.339,2.399,2.5
15-5630-53553,Lac la Croix,48.36896,-92.10253,08/05/17,15.1,4.58,0.83,51,41.799,3.439,9.199,120,0.42,1.49,1.29,14,50,344,7.12,9.9,1.96,2.45,1.3
15-5464-53494,Lilac L.,48.30441,-92.37367,08/05/17,12.199,3.02,0.21,25.6,32.899,NA,6.299,70,0.565,1.31,0.965,22,4,313,7.089,11,0.56,1.75,2.1
15-6250-53348,Louisa L.,48.16,-91.321,08/05/17,9.949,3.459,0.22,9.72,30.199,2.64,3.6,NA,0.37,0.728,0.745,8,50,215,6.87,6,0.6,3.299,8
15-5159-54211,Lowry L.,48.94762,-92.78809,08/05/17,9.25,2.419,1.23,78.5,28.699,2.1,11,440,0.52,1.05,1.33,34,68,479,6.799,24.1,1.36,0.95,1.5
17-5184-52500,Lulu L.,47.4071,-80.75796,08/05/17,1.159,1.159,0.17,24.399,15.1,NA,4.4,140,0.2,0.416,0.645,16,42,75,5.75,4.799,2,3.6,2.3
15-6480-53625,Mack L.,48.39883,-90.99334,08/05/17,18.6,6.299,0.18,20.8,47.399,4.559,6.599,30,0.565,1.05,1.02,16,2,324,7.16,12.699,0.72,3.149,3.3
15-5502-54176,Manion L.,48.91687,-92.33366,08/05/17,9.349,2.819,0.51,37.2,27.699,2.419,7,90,0.425,0.734,1.22,26,10,308,6.929,10.5,2.279,1.7,1.5
17-4580-52980,Mattagami L.,47.81003,-81.48827,08/05/17,25.1,8.82,1.57,83.9,65.799,6.019,9.9,140,0.3,1.879,1.58,10,80,343,7.33,8.5,2.68,2.7,1.9
15-5787-53500,McAree L.,48.29057,-91.93549,08/05/17,19.399,5.839,1.37,58.5,55.399,4.54,10.1,170,0.405,2.1,1.649,34,50,422,7.24,14.9,2.6,3.1,2
15-5752-53953,McCaulay L.,48.70908,-91.98959,08/05/17,9.97,3.7,0.66,31.699,32.799,2.66,6.799,40,0.735,0.752,0.95,4,122,265,6.879,8.099,1.26,2.45,3.8
15-6348-53492,McEwen L.,48.31041,-91.17107,08/05/17,9.349,3.08,0.27,32.1,30.8,2.56,6.9,40,0.39,1.01,1.12,6,90,261,6.919,6.099,2.02,2.399,4.3
15-6383-54085,Mercutio L.,48.81247,-91.13486,08/05/17,11.199,3.859,0.2,53.799,31.199,2.799,9.5,280,0.38,0.972,0.825,40,8,432,7.049,14.699,2.259,1.35,1.8
17-4239-51999,Mile L.,46.94383,-82.00943,08/05/17,2.089,1.36,0.16,32.5,17.8,1.12,5.4,130,0.145,0.518,0.8,12,36,215,6.12,4.9,2.2,3.549,2.7
17-5208-52783,Miller L.,47.66292,-80.72296,08/05/17,26,9.3,1.37,22.5,66.299,6.639,5.2,60,0.335,1.32,1.659,14,114,239,7.2,8.8,1.58,2.85,3.1
17-4564-51563,Ministic L.,46.56002,-81.57296,08/05/17,2.14,1.7,1.169,16.3,23.1,1.08,3.2,80,0.33,0.492,1.139,12,62,191,6.25,4.4,1.659,4.25,4.2
15-5600-54290,Mount L.,49.01402,-92.18947,08/05/17,9.609,2.919,0.79,29.699,29.199,2.399,5.7,40,0.39,0.688,1.33,12,102,218,6.9,6.7,2.359,1.85,4
15-5308-53662,Namakan L.,48.45589,-92.56932,08/05/17,16.399,5,1.32,52.299,47.899,3.899,9.8,110,0.55,1.82,1.47,16,68,383,7.139,10.9,2.08,2.75,1.8
15-5842-54507,Nora L.,49.21227,-91.83627,08/05/17,8.859,2.759,0.21,12.5,26.699,2.6,3.5,NA,0.405,0.7,0.94,14,32,205,6.9,6.9,1.6,2.149,5.1
17-7323-49829,Paudash L.,44.96156,-78.01632,08/05/17,24.199,9.539,7.549,19.6,91.799,6.04,3.7,70,0.555,1.74,5.12,20,82,218,7.419,7.599,1.74,5.349,3.4
15-5975-53595,Poohbah L.,48.39504,-91.69558,08/05/17,8.679,2.74,0.21,21.199,28.1,2.24,5.2,30,0.65,0.904,1.02,14,70,241,6.929,8,0.56,2.799,3.9
17-4104-52936,Rush L.,47.77219,-82.2151,08/05/17,22.899,7.16,0.2,70.099,52.299,5.059,10.4,100,0.285,1.83,0.73,18,88,357,7.269,9.199,2.2,1.95,1.6
15-6508-53496,Saganagons L.,48.30818,-90.94877,08/05/17,17.5,5.639,0.4,25.699,45.899,4.32,6.799,30,0.395,1.49,1,22,24,309,7.2,7.9,1.899,2.35,4.2
15-5586-54227,Sandbeach L.,48.96439,-92.19697,08/05/17,8.169,3.6,0.54,57.799,31.199,2.5,7.5,70,0.44,0.764,1.49,4,188,223,6.879,10.6,3.96,2.25,2
15-5955-54404,Sandford L.,49.13748,-91.69311,08/05/17,7.769,2.72,0.2,2.64,24.5,2.279,1.3,NA,0.38,0.54,0.905,2,50,117,6.849,4.799,0.56,2.6,11
17-4713-52126,Scotia L.,47.05119,-81.37402,08/05/17,3.72,2.319,0.23,32.1,24.199,1.3,5.7,60,0.18,0.682,0.81,2,114,183,6.44,4,2.04,4.5,2.6
15-5449-54565,South Wapageisi L.,49.25354,-92.38386,08/05/17,6.719,2.22,0.17,32.7,19.8,1.8,6.799,130,0.345,0.56,0.8,20,28,281,6.73,6.9,1.12,1.399,2
15-5979-54059,Steep Rock L.,48.81,-91.66708,08/05/17,45.899,14.3,0.79,10.199,105,10.6,5.2,40,0.695,3.41,1.929,14,1,285,7.639,10.9,2.12,4.5,3
17-3849-51482,Teasdale L.,46.48068,-82.49784,08/05/17,20.6,8.699,0.21,4.419,56.1,NA,1.5,NA,0.205,0.646,0.535,12,6,163,7.219,4,0.4,5.599,5.1
15-6332-53357,This Man L.,48.15307,-91.23129,08/05/17,37.7,14.8,0.2,15.5,83.5,9.08,5.5,NA,0.3,1.05,0.765,28,26,307,7.44,9.199,1.5,3.1,3.8
15-5472-54633,Wapageisi L.,49.29531,-92.3674,08/05/17,13.6,4.9,0.17,25.6,33.2,3.399,5.5,70,0.375,0.576,0.705,20,1,260,7.03,6.9,1.159,1.7,2.6
15-5684-54631,"WE66-23, L. (DRY-NL-651)",49.32072,-92.06468,08/05/17,4.719,1.74,0.35,94.799,18.3,1.2,10.3,380,0.48,0.564,0.88,12,34,338,6.549,10.1,2.66,1.05,1.2
15-5678-53647,Wolseley L.,48.4333,-92.10666,08/05/17,8.429,2.399,0.18,38.299,26.8,NA,8,110,0.69,1.03,0.88,20,66,352,6.87,10.4,0.82,2.049,2
15-5813-53685,Your L.,48.47213,-91.87891,08/05/17,6.019,1.84,0.16,50.399,21.199,1.74,9,190,0.515,0.818,0.835,24,2,398,6.65,12.699,1.12,1.8,1.5
15-5765-55453,Abram L.,50.03264,-91.99383,09/05/17,27.399,8.839,1.47,45.7,68,6.62,7.5,70,0.615,1.97,1.79,20,60,327,7.339,6.5,2.279,2.2,3
17-3340-51953,Aubrey L.,46.89595,-83.17432,09/05/17,26.1,8.38,0.68,80.599,62.6,6.059,9.3,150,0.345,1.919,1.179,16,94,333,7.309,8.5,3.24,2.35,1.8
15-6065-55009,Barrel L.,49.69219,-91.49159,09/05/17,16.699,5.299,0.9,81,42.7,4.099,9.199,400,0.535,1.3,1.399,12,76,307,7.12,10.8,3.459,1.1,1.8
15-4302-54803,Berry L.,49.2838,-93.57924,09/05/17,11,3.12,0.43,21.8,31.399,2.759,4.9,60,0.51,0.978,1.159,22,1,288,7,8.699,0.84,2.299,1.9
15-4455-55462,Big Canon L.,50.03732,-93.4542,09/05/17,19.6,5.139,0.21,17.5,46.5,4.379,6,30,0.725,1.8,1.28,16,34,261,7.19,9.3,0.52,2,3
15-5556-55428,Big Vermilion L.,50.02878,-92.22876,09/05/17,60.5,18.899,0.39,12,125,14.699,4.9,NA,0.885,3.47,1.389,12,1,245,7.719,7.599,1.34,2.299,3.6
15-3982-55227,Black Sturgeon L.s,49.81843,-94.31222,09/05/17,14.5,4.459,3.5,36.299,50.2,3.6,7.5,110,1.03,1.32,3.06,30,2,357,7.07,13.9,1.12,2.049,1.8
15-3982-55227,Black Sturgeon L.s,49.82874,-94.29966,09/05/17,16.899,4.94,3.77,40.1,54.6,4.32,8.199,90,1,1.58,3.12,38,18,397,7.169,14.3,1.12,1.899,NA
15-3755-55568,Blueberry L.,50.1517,-94.74811,09/05/17,12.3,3.18,0.15,69.299,31.5,3.24,11.4,450,0.555,1.58,0.995,46,6,538,6.96,23.3,2.279,0.6,1.3
17-4820-49523,Boat L.,44.7271,-81.21786,09/05/17,173,45.1,5.9,24.8,340,40.5,4.599,30,0.875,15.9,3.91,26,1,374,8.279,8.4,0.28,3.25,NA
15-5970-55554,Botsford L.,50.15107,-91.6317,09/05/17,30.699,10.4,0.35,60.799,73.2,7.219,10,90,0.56,2.21,0.895,18,48,343,7.41,11.1,1.84,3.95,2.2
15-5246-55025,Butler L.,49.68884,-92.67171,09/05/17,57.899,16.8,0.26,29,117,14,8.9,100,1.02,3.54,1.82,24,1,442,7.71,14.6,0.94,0.75,1.6
17-7230-49327,Clear L.,44.4916,-78.21224,09/05/17,75.5,29.6,12,23.5,208,18,5,30,0.87,2.77,7.049,38,252,316,7.849,8.9,1.379,8,6.5
15-4552-55258,Cobble L.,49.88583,-93.60948,09/05/17,17,5.259,0.22,31.6,42.799,4.4,6.599,120,0.58,1.55,0.98,28,1,306,7.169,12.8,1.24,2,1.8
17-3191-51490,Cummings L.,46.4774,-83.35221,09/05/17,6.059,2.399,1.26,14.4,28,NA,3,NA,0.235,0.612,1.419,10,122,162,6.74,3.6,2.12,3.5,3.8
15-5320-54970,Dinorwic L.,49.64076,-92.55466,09/05/17,31.5,10.199,3.169,79.099,79.5,7.44,9.5,420,0.65,1.96,2.74,28,44,370,7.4,19.6,2.319,1.3,0.9
15-4950-55030,Eagle L.,49.40288,-93.03264,09/05/17,17.399,5.059,0.9,51.899,46,4.4,9.3,170,0.785,1.69,1.659,38,4,483,7.2,20.6,1.28,1.3,1.5
15-4950-55030,Eagle L.,49.44324,-93.18188,09/05/17,16.1,4.639,3,20.899,52,4.179,6.2,40,0.715,1.58,2.759,20,1,321,7.179,12.3,0.32,2.1,NA
15-4950-55030,Eagle L.,49.47985,-93.30379,09/05/17,11.3,3.319,2.629,20.5,40,2.799,5.099,40,0.565,1.08,2.399,20,1,282,7.03,8.9,0.78,2.25,NA
15-6038-55223,Flying Loon L.,49.84433,-91.56066,09/05/17,20.1,5.519,0.17,39.6,44.7,4.799,8.3,80,0.54,1.47,1.08,28,4,370,7.179,14.1,1.159,1.149,2.3
15-4490-55266,Gordon L.,49.88511,-93.71793,09/05/17,12.3,3.819,0.24,3.49,34.299,3.48,2.1,NA,0.565,1.05,0.785,4,26,134,7.009,3.299,0.04,3.1,8
17-4839-49376,Gould L.,44.59449,-81.20329,09/05/17,156,37.7,7.5,16,316,36.5,5,NA,0.845,16,3.96,44,54,461,8.31,8.5,0.26,3.7,2.7
17-7197-49373,Lovesick L.,44.5545,-78.2254,09/05/17,72.799,29.8,11.1,26.199,200,17.5,5.2,40,0.83,2.72,6.719,32,230,332,7.87,9.3,1.48,7.549,5.2
15-4454-55169,Lower Stewart L.,49.80168,-93.75899,09/05/17,8.509,3.259,7.94,56.6,57.2,2.319,8.699,180,0.61,1.07,5.49,16,76,319,6.889,6.9,1.72,2,2
15-5535-55111,Mickle L.,49.75776,-92.25405,09/05/17,14.9,4.24,0.18,75.599,35.899,3.48,9.199,220,0.595,1.12,1.21,22,18,381,7.12,19.399,1.879,1.3,1.2
15-5735-55360,Minnitaki L.,49.93852,-92.17992,09/05/17,65.099,19.199,2.83,24,143,15.199,7,30,0.995,4.089,2.81,18,1,357,7.82,10.8,1.06,2.149,3
15-4124-55428,Old Man L.,50.0178,-94.12687,09/05/17,8.91,2.72,0.34,30,27.399,2.419,6.4,70,0.5,0.866,0.91,26,2,291,6.98,9.3,1.139,1.75,1.6
15-5737-55520,Pelican L.,50.08712,-91.92116,09/05/17,26.3,8.66,0.9,50.1,66.099,6.32,8.8,100,0.585,1.86,1.36,6,70,308,7.379,9,2.24,2.5,3
15-3662-55240,Pelicanpouch L.,49.86698,-94.85182,09/05/17,11,3.22,1.659,70.799,36.1,2.819,11.8,460,0.65,1.21,1.86,54,4,555,6.94,27.199,1,0.85,1.2
15-4127-55299,Plum L.,49.91603,-94.20906,09/05/17,5.57,2.06,0.14,69.2,20,1.52,10.9,280,0.42,0.664,0.66,20,42,362,6.65,9.699,2.1,1,1.3
15-4745-54662,Priam L.,49.2105,-93.20412,09/05/17,9.779,2.98,0.24,57.1,27.699,2.22,9.4,200,0.54,0.846,1.02,28,28,395,6.919,9.699,1.879,1.399,2.1
15-5291-54878,Rock L.,49.55515,-92.58583,09/05/17,61.299,18,0.9,22.199,128,14.6,6,110,0.61,3.37,1.69,28,1,390,7.75,17.699,1.96,1.399,1.4
15-5026-55337,Rugby L.,49.95019,-92.95019,09/05/17,42.799,11.8,0.28,80.7,89.799,9.96,10.199,240,0.81,3.16,1.36,48,8,416,7.589,19.699,2.899,1.1,1
15-3541-54903,Shoal L.,49.54181,-95.03,09/05/17,69.4,19.3,1.439,14.6,147,16,7.4,NA,1.149,5.759,2.089,16,6,409,7.849,15.6,3.54,2.85,3.5
15-4153-55253,Silver L.,49.52683,-94.12013,09/05/17,12.199,3.6,0.54,8.48,35.899,3.14,3.2,NA,0.68,1.07,1.05,2,116,158,7.009,4.5,0.56,2.85,5
17-4665-48812,Silver L.,44.08909,-81.42145,09/05/17,165,48.1,9.019,28.399,359,38.399,5.299,60,1.53,12.1,4.9,58,1440,640,8.119,15.1,0.84,7,3
15-6146-55661,Stanzhikimi L.,50.24817,-91.36916,09/05/17,69.9,20.5,0.69,82.2,141,16.199,14.1,90,0.92,4.919,1.31,32,52,432,7.7,18.1,2.919,0.85,1.9
15-4785-54790,Tadpole L.,49.28143,-93.17711,09/05/17,7.879,2.1,0.24,25.6,22.199,1.78,6.299,40,0.49,0.652,0.9,18,6,286,6.889,6,0.86,1.649,3.1
15-5241-55137,Thunder L.,49.77747,-92.68268,09/05/17,44.899,13.3,4.379,25.3,112,10.4,6.4,40,0.98,2.97,3.399,30,12,301,7.65,12.1,1.58,2.549,3.1
15-5153-55007,Trap L.,49.66181,-92.78478,09/05/17,57.7,16.399,6.519,30.5,140,13.5,8.9,80,1.35,4.69,4.24,16,1,424,7.71,13.199,0.94,1.05,2.5
15-5203-55093,Wabigoon L.,49.75914,-92.84389,09/05/17,41,12.4,3.24,80.4,97,9.359,7.799,810,0.99,2.52,3.04,28,8,397,7.62,37.7,1.179,1.6,0.8
17-3563-52382,Wasasinka L.,47.2783,-82.88299,09/05/17,13.8,4.379,0.21,48.399,34.899,3.16,7.7,140,0.175,1.129,0.8,14,6,303,7.12,8,1.8,2.299,2
17-3416-52510,Wenebegon L.,47.34786,-83.08045,09/05/17,37.7,12,0.85,87.9,83.2,8.539,11.6,150,0.44,2.58,1.27,24,84,421,7.45,13.5,3.319,2,1.6
15-3532-55170,Whitefish L.,49.4786,-95.01061,09/05/17,10.3,3.06,0.17,36.2,27.8,2.459,7.9,210,0.49,0.892,0.74,28,34,363,6.99,8.199,1.139,1.3,1.6
15-6259-55257,Whiterock L.,49.87747,-91.23189,09/05/17,28.899,11.9,0.43,27.5,87.9,6.94,7.099,30,0.585,2.02,0.955,26,1,370,7.389,11.8,1.06,10.1,2.7
17-6571-50360,Dotty L.,45.4718,-79.00305,10/05/17,2.33,1.62,0.32,40.1,19.199,1.399,5.4,220,0.385,0.478,0.805,14,108,253,6.419,6.2,2.22,3.1,4.2
17-6820-49260,Sturgeon L.,44.46773,-78.69619,10/05/17,62.799,23.6,9.689,33.399,175,15,5.299,70,0.8,2.399,6.04,32,202,297,7.82,9.199,1.679,6.349,4.1
18-3453-49652,Big Gull L.,44.82878,-76.95454,11/05/17,27.5,9.9,2.419,27,72.4,6.62,5.7,40,0.54,1.6,1.48,26,12,350,7.429,9.699,1,2.95,3
18-3571-49746,Crotch L.,44.9357,-76.79639,11/05/17,47.399,15.6,3.52,29.5,115,11.1,5.299,30,0.77,2.48,2.35,18,32,265,7.66,7.5,1.56,4.4,3.1
16-6447-54048,Dayohessarah L.,48.79235,-85.04043,12/05/17,61.6,25.3,0.17,12.1,126,14.8,4.099,NA,0.53,6.179,0.73,16,78,209,7.83,6.4,0.28,1.95,5.8
16-6192-53335,Ellen L.,48.14769,-85.39711,12/05/17,8.06,3.839,0.12,72.099,25.8,2.52,9,100,0.145,0.696,0.53,14,140,294,6.629,5.799,1.54,1.8,2.1
16-6052-53171,Jackfish L.,47.99959,-85.5897,12/05/17,1.87,1.22,0.12,62.7,10.8,0.92,7.599,130,0.09,0.236,0.425,12,68,236,5.759,4.7,1.58,1.25,3
16-6893-54197,Kabinakagami L.,48.8256,-84.45975,12/05/17,70.099,21.699,0.43,45.5,140,16.199,8.3,80,0.435,5.379,0.975,34,4,357,7.879,10.3,2.18,1.3,1.7
16-6863-54334,Kabinakagamisis L.,49.00688,-84.47117,12/05/17,71.299,21.5,0.15,37.799,140.5,16.6,9.4,30,0.32,5.169,0.58,20,2,392,7.86,7.7,1.96,0.95,2.6
16-6953-53376,Manitowik L.,48.14005,-84.4199,12/05/17,33.2,11.199,0.4,30.5,78.099,7.839,6.299,30,0.44,2.089,0.92,4,144,252,7.44,5.099,1.919,3.649,4.9
16-6393-54219,Matthews L.,48.93205,-85.10765,12/05/17,82.5,20.399,0.23,25,163,19.199,5.9,30,0.54,4.07,0.63,34,2,322,7.95,8.699,1.679,1.5,3
16-6683-54687,Newlands L.,49.33905,-84.68955,12/05/17,100,30.399,0.12,53.6,191.5,23.199,9.4,60,0.71,6.94,0.63,24,6,370,7.879,7.299,1.86,1.25,2.5
16-6121-53610,North McCrea L.,48.3959,-85.48541,12/05/17,15.3,5.2,0.13,46.899,37.2,3.779,7.4,80,0.165,1.24,0.645,22,64,262,7.089,5.2,2.279,1.649,3
16-7128-53305,Shikwamkwa L.,48.08821,-84.15304,12/05/17,12.699,4.5,0.64,79.9,34.299,3.04,9.199,130,0.28,0.994,1.09,26,54,323,7.03,8.4,2.48,1.85,2
16-6497-54012,Strickland L.,48.74761,-84.96857,12/05/17,23.199,7.82,0.12,29.899,54.1,5.759,6.9,40,0.365,1.84,0.62,16,20,364,7.32,4.599,1.28,1.55,4
16-7050-53715,Wabatongushi L.,48.42682,-84.2035,12/05/17,26.8,8.5,0.12,54.1,59.799,6.419,7.7,70,0.34,2.02,0.715,44,22,354,7.419,10.3,2.12,1.95,2
16-6746-52826,Wabigoon L.,47.68017,-84.68024,12/05/17,3.419,2.08,0.12,64.2,16.3,1.419,6.799,110,0.195,0.346,0.555,18,126,274,6.389,7,2.04,1.55,2.1
16-6898-53236,Whitefish L.,47.99979,-84.48656,12/05/17,15.199,5.44,0.68,64.099,40.899,3.74,8,110,0.325,1.159,1.11,18,100,288,7.099,7.099,2.6,2,2.1
17-2837-53860,Woodosgoon L.,48.58989,-83.93833,12/05/17,22.1,7.08,0.1,50.399,50,5.459,8.3,60,0.445,1.81,0.63,22,60,337,7.19,7.5,2.04,1.6,2.1
17-3334-53694,Bittern L.,48.45588,-83.25486,13/05/17,110,34.899,0.2,19.5,210,25.8,4.799,30,1.169,5.679,0.855,38,36,254,7.98,9.8,3.04,1.55,3
17-3053-52211,Dunkerley L.,47.11528,-83.56115,13/05/17,6.94,3.08,0.13,57.299,24.899,2.24,7.299,100,0.195,0.684,0.705,18,62,247,6.719,5.7,3,2.549,2.2
17-3280-53321,Floranna L.,48.12251,-83.31283,13/05/17,37.5,11.9,0.23,46.799,80.4,8.72,8.699,80,0.59,2.45,0.76,26,26,363,7.589,7.799,1.54,1.899,2.3
16-6727-53244,Lena L.,48.05106,-84.68962,13/05/17,31.699,12.3,0.15,12.4,80.799,8.06,3,NA,0.235,1.99,0.4,16,70,208,7.389,6.9,1.02,6.15,5.3
16-7260-52296,Logan L.,47.19182,-84.01108,13/05/17,12.199,5.12,0.15,46.799,32.1,3.2,6.9,90,0.165,0.48,0.47,24,72,336,7.04,9.5,1.139,1.5,2.7
17-2762-52221,Watson L.,47.12413,-83.95801,13/05/17,15.5,6.4,0.12,51.399,38.2,3.7,8,50,0.18,0.514,0.46,118,32,374,7.169,4.7,1.36,1.6,2
16-6699-53200,Wawa L.,48.01481,-84.71726,13/05/17,49.2,19.1,6.41,10.8,175,11.4,2.899,NA,0.475,6.139,4.57,10,94,147,7.679,4.799,1.2,25.1,6
17-4339-53837,Fortune L.,48.60577,-81.89881,14/05/17,11.8,4.08,0.12,14.4,29.899,3.1,4.799,30,0.215,0.85,0.335,14,4,300,7.099,7.099,0.08,1.75,3
17-5271-54228,Maloney L.,48.96214,-80.63249,14/05/17,55.7,17.699,0.4,99.099,113,13,11,320,0.765,3.48,0.93,48,54,505,7.62,22.8,1.32,0.8,NA
17-4357-54206,Oke L.,48.93602,-81.88025,14/05/17,12.199,5.059,0.09,193,28.699,2.52,20.6,300,0.33,1.04,0.44,22,10,537,6.83,15.699,0.8,0.3,1
17-4967-54108,Pickerel L.,48.85343,-81.41454,14/05/17,46.399,14.6,0.22,69.599,96.7,10.9,12.4,110,0.41,3.2,0.89,40,4,504,7.57,15.9,0.52,1.2,1.7
17-4164-54756,Remi L.,49.41479,-82.15187,14/05/17,96,28.5,4.419,35.899,203,23.399,7.7,40,0.715,6.48,3.319,42,20,419,7.71,11.3,2.24,2.2,2.2
17-4430-54264,Return L.,48.99659,-81.7774,14/05/17,59.1,19,0.19,93,119,13.9,12.6,110,0.49,3.74,0.88,20,70,376,7.53,10.699,2,1.5,1.9
17-5717-50405,Wolf Lake,45.51643,-80.08139,16/05/17,2.18,1.28,0.25,34.2,13.3,0.94,5,170,0.225,0.344,0.46,20,42,230,6.23,7.799,1.1,1.899,2.4
17-6707-50264,Arbuckle L.,45.37313,-78.81834,17/05/17,3.04,1.679,0.24,46,18.6,1.12,6.2,120,0.44,0.472,0.75,18,158,256,6.339,9.9,1.86,2.75,2.2
18-3388-49903,Brule L.,45.06166,-77.05291,17/05/17,44.399,15.5,0.55,13,105,10.199,3.2,90,0.925,2.33,0.84,30,1,278,7.65,8.099,1.86,6.349,3.2
18-3380-49750,Shawenegog L.,44.91639,-77.0502,17/05/17,46.7,17.899,0.6,49.5,108,10.699,7,50,0.7,1.909,0.74,28,1,357,7.559,12.5,1.679,4.7,2.9
18-3434-49499,Bull L.,44.68171,-76.98426,18/05/17,37.299,12.199,6.639,52.1,107,8.519,6.9,NA,0.655,2.85,4.21,32,6,397,7.379,13.1,1.3,3.95,2.1
17-6512-50588,South Branch L.,45.66889,-79.05445,18/05/17,2.79,1.62,0.15,34.2,18,1.2,4.799,80,0.36,0.414,0.755,20,82,289,6.349,9.199,2,3.2,3
15-5510-54322,Z05_Cy2_03 L.,49.03836,-92.30437,18/05/17,11.199,3.6,0.29,41.2,31.3,2.919,9,380,0.395,0.804,1.04,36,8,495,7,12.199,0.52,1.899,2.3
15-5552-56587,Betty L. (Z04_Cy2_06),51.08271,-92.21108,23/05/17,18.1,5.799,0.15,88.4,40.399,4.019,11.699,200,0.475,1.36,0.93,22,54,406,7.16,12.6,2.14,0.75,1.5
15-4670-55751,Bornite L.,50.32763,-93.48078,23/05/17,36.1,9.919,0.21,13.3,76.599,8.32,6.099,30,0.895,2.649,1.419,20,4,351,7.53,12.3,0.12,1.1,4.3
15-5244-55839,Broadcast L.,50.40541,-92.6592,23/05/17,104,32.2,0.19,7.799,200,23.6,5.099,NA,1.52,6.11,1.389,10,2,352,8.039,9.8,1.04,1.899,3.8
15-4765-56293,Bruce L.,50.80758,-93.31983,23/05/17,35.799,11.1,0.26,64.4,77.299,8.019,9.699,190,0.87,2.41,1.139,14,4,371,7.53,16.699,1.399,1.6,1.9
15-4747-56248,Bruce L. South Basin,50.77912,-93.34728,23/05/17,58.6,17.6,2.89,118,139,13.199,16,430,3.52,4.9,3.48,26,16,628,7.74,34,2.96,4.099,0.8
15-4965-56181,Cramp L.,50.71517,-93.06477,23/05/17,13.8,5.12,0.34,153,35.299,2.439,20.399,290,0.545,1.449,0.895,12,40,540,7.019,11.199,2.64,0.8,1.2
15-5365-55747,"Seul, La.",50.3576,-92.6757,23/05/17,31.399,10.1,0.4,53.299,68.4,7.08,9.9,80,0.56,2.189,0.945,10,36,342,7.459,11.199,1.48,1.399,2.2
15-5365-55747,"Seul, La.",50.36225,-92.2153,23/05/17,28.5,8.96,0.35,61.399,63.299,6.679,10.8,100,0.505,2.009,0.85,20,30,381,7.41,11.6,1.639,1.25,NA
15-5331-56487,Upper Slate L.,50.9888,-92.53395,23/05/17,18,6.32,0.17,127,42.6,3.74,14.8,250,0.645,1.53,0.815,16,30,430,7.169,13.5,2.06,1,1
15-5179-56721,Woman L.,51.20592,-92.7434,23/05/17,30.1,11.6,0.15,36.2,72.5,6.879,8.599,30,0.635,1.74,0.74,18,12,347,7.459,9.699,1.36,3.399,3.4
18-3938-49203,Dog L.,44.4523,-76.31559,24/05/17,58.6,19.899,6.69,19.699,163,13.6,4.799,30,1.11,4.23,5.2,78,6,525,7.919,15.4,0.22,9.8,2.8
15-6317-54251,Farley L.,48.96132,-91.20605,24/05/17,6.07,2.839,0.2,134,23.1,1.459,16,390,0.345,0.764,0.75,18,64,528,6.559,13.4,2.68,1.149,1.8
15-7008-55644,Kawaweogama L.,50.21143,-90.2018,24/05/17,9.48,2.919,0.17,48.899,25.199,2.279,7.799,80,0.425,0.83,0.7,10,16,298,6.98,7.4,2.08,0.95,3.2
15-6111-54547,Kay L.,49.22233,-91.4818,24/05/17,5.799,1.86,0.2,56.799,18.399,1.28,7.599,240,0.35,0.56,0.845,6,46,276,6.61,5.599,2.319,1.25,1.9
16-3593-54568,Muskrat L.,49.25389,-88.94896,24/05/17,29.199,7.099,1.669,59.7,68.7,6.099,10.1,280,0.46,2.529,3.069,14,4,426,7.379,14.1,3.839,1.149,2.1
15-6483-54441,Pyramid L.,49.12287,-90.9684,24/05/17,6.929,2.62,0.16,68.4,22.5,1.459,10.6,220,0.395,0.7,0.725,8,24,368,6.839,9.199,2.12,1.25,2.3
18-4014-49297,Whitefish L.,44.52324,-76.22725,24/05/17,79.599,25,7.04,15.6,193.5,18.3,4.599,NA,1.01,6.04,5.019,32,6,421,7.91,12.4,0.76,7.299,3.6
18-5390-50495,Lac Dollard-des-Ormeaux,45.59369,-74.49522,25/05/17,21.6,7.639,3.12,56.2,69.299,5.299,6.799,320,0.665,1.85,3.02,52,126,265,7.24,20.6,2.259,4.549,1.1
18-3485-50735,Lower Allumette L.,45.82914,-76.91299,25/05/17,13.6,4.839,1.36,61.6,46,3.279,6.7,220,0.59,1.439,2.129,20,144,351,7.139,13.3,2.359,4.299,1.6
17-5547-55801,Kesagami L.,50.32528,-80.18392,29/05/17,12.5,4.599,0.15,133,29.399,3.02,13.1,140,0.21,1.27,0.375,32,4,280,6.95,9.099,0.76,0.45,1.1
17-5331-54730,Little Abitibi L.,49.38402,-80.56841,29/05/17,43.2,13.9,0.24,118,90.2,9.96,13.6,140,0.425,3.31,0.95,36,48,377,7.469,11.1,1.879,1.149,1
